,Table Code,State Code,Area Name,Total/Rural/Urban,Female Main Workers/Marginal Workers,Marital Status,Female - Population,Total Female - Main/Marginal Workers,Number of Workers,Industry,A - Agricultural Labourers,B,C - HHI,C - Non HHI,D & E,F,G - HHI,G - Non HHI,H,I,J - HHI,J - Non HHI,K to M,N to O,P to Q,R to U - HHI,R to U - Non HHI
885,B1717,16,State - Tripura,Rural,Total Female Workers,Widowed,42239,41953,52,H,,,,,,,,,52,,,,,,,,
886,B1717,16,State - Tripura,Rural,Total Female Workers,Separated,5828,5874,6,H,,,,,,,,,6,,,,,,,,
887,B1717,16,State - Tripura,Rural,Total Female Workers,Divorced,3326,3408,8,H,,,,,,,,,8,,,,,,,,
888,B1717,16,State - Tripura,Rural,Main Workers,Total,139560,139675,296,H,,,,,,,,,296,,,,,,,,
889,B1717,16,State - Tripura,Rural,Main Workers,Never Married,13120,13218,52,H,,,,,,,,,52,,,,,,,,
890,B1717,16,State - Tripura,Rural,Main Workers,Married,94061,94178,184,H,,,,,,,,,184,,,,,,,,
891,B1717,16,State - Tripura,Rural,Main Workers,Widowed,26963,26791,48,H,,,,,,,,,48,,,,,,,,
892,B1717,16,State - Tripura,Rural,Main Workers,Separated,3523,3548,6,H,,,,,,,,,6,,,,,,,,
893,B1717,16,State - Tripura,Rural,Main Workers,Divorced,1893,1940,6,H,,,,,,,,,6,,,,,,,,
894,B1717,16,State - Tripura,Rural,Marginal Workers,Total,208749,208727,48,H,,,,,,,,,48,,,,,,,,
895,B1717,16,State - Tripura,Rural,Marginal Workers,Never Married,21441,21505,8,H,,,,,,,,,8,,,,,,,,
896,B1717,16,State - Tripura,Rural,Marginal Workers,Married,168294,168266,34,H,,,,,,,,,34,,,,,,,,
897,B1717,16,State - Tripura,Rural,Marginal Workers,Widowed,15276,15162,4,H,,,,,,,,,4,,,,,,,,
898,B1717,16,State - Tripura,Rural,Marginal Workers,Separated,2305,2326,0,H,,,,,,,,,0,,,,,,,,
899,B1717,16,State - Tripura,Rural,Marginal Workers,Divorced,1433,1468,2,H,,,,,,,,,2,,,,,,,,
900,B1717,16,State - Tripura,Urban,Total Female Workers,Total,75886,76005,658,H,,,,,,,,,658,,,,,,,,
901,B1717,16,State - Tripura,Urban,Total Female Workers,Never Married,9194,9233,100,H,,,,,,,,,100,,,,,,,,
902,B1717,16,State - Tripura,Urban,Total Female Workers,Married,49293,49420,414,H,,,,,,,,,414,,,,,,,,
903,B1717,16,State - Tripura,Urban,Total Female Workers,Widowed,14246,14209,135,H,,,,,,,,,135,,,,,,,,
904,B1717,16,State - Tripura,Urban,Total Female Workers,Separated,2312,2307,9,H,,,,,,,,,9,,,,,,,,
905,B1717,16,State - Tripura,Urban,Total Female Workers,Divorced,841,836,0,H,,,,,,,,,0,,,,,,,,
906,B1717,16,State - Tripura,Urban,Main Workers,Total,49578,49592,618,H,,,,,,,,,618,,,,,,,,
907,B1717,16,State - Tripura,Urban,Main Workers,Never Married,6135,6195,91,H,,,,,,,,,91,,,,,,,,
908,B1717,16,State - Tripura,Urban,Main Workers,Married,30196,30200,391,H,,,,,,,,,391,,,,,,,,
909,B1717,16,State - Tripura,Urban,Main Workers,Widowed,10865,10769,127,H,,,,,,,,,127,,,,,,,,
910,B1717,16,State - Tripura,Urban,Main Workers,Separated,1753,1806,9,H,,,,,,,,,9,,,,,,,,
911,B1717,16,State - Tripura,Urban,Main Workers,Divorced,629,622,0,H,,,,,,,,,0,,,,,,,,
912,B1717,16,State - Tripura,Urban,Marginal Workers,Total,26308,26413,40,H,,,,,,,,,40,,,,,,,,
913,B1717,16,State - Tripura,Urban,Marginal Workers,Never Married,3059,3038,9,H,,,,,,,,,9,,,,,,,,
914,B1717,16,State - Tripura,Urban,Marginal Workers,Married,19097,19220,23,H,,,,,,,,,23,,,,,,,,
915,B1717,16,State - Tripura,Urban,Marginal Workers,Widowed,3381,3440,8,H,,,,,,,,,8,,,,,,,,
916,B1717,16,State - Tripura,Urban,Marginal Workers,Separated,559,501,0,H,,,,,,,,,0,,,,,,,,
917,B1717,16,State - Tripura,Urban,Marginal Workers,Divorced,212,214,0,H,,,,,,,,,0,,,,,,,,
918,B1717,17,State - Meghalaya,Total,Total Female Workers,Total,481910,482559,947,H,,,,,,,,,947,,,,,,,,
919,B1717,17,State - Meghalaya,Total,Total Female Workers,Never Married,92983,93124,209,H,,,,,,,,,209,,,,,,,,
920,B1717,17,State - Meghalaya,Total,Total Female Workers,Married,314334,314610,587,H,,,,,,,,,587,,,,,,,,
921,B1717,17,State - Meghalaya,Total,Total Female Workers,Widowed,48158,48470,97,H,,,,,,,,,97,,,,,,,,
922,B1717,17,State - Meghalaya,Total,Total Female Workers,Separated,20757,20651,38,H,,,,,,,,,38,,,,,,,,
923,B1717,17,State - Meghalaya,Total,Total Female Workers,Divorced,5678,5704,16,H,,,,,,,,,16,,,,,,,,
924,B1717,17,State - Meghalaya,Total,Main Workers,Total,336055,336423,862,H,,,,,,,,,862,,,,,,,,
925,B1717,17,State - Meghalaya,Total,Main Workers,Never Married,57137,57187,188,H,,,,,,,,,188,,,,,,,,
926,B1717,17,State - Meghalaya,Total,Main Workers,Married,219800,219924,534,H,,,,,,,,,534,,,,,,,,
927,B1717,17,State - Meghalaya,Total,Main Workers,Widowed,38339,38572,89,H,,,,,,,,,89,,,,,,,,
928,B1717,17,State - Meghalaya,Total,Main Workers,Separated,16158,16084,35,H,,,,,,,,,35,,,,,,,,
929,B1717,17,State - Meghalaya,Total,Main Workers,Divorced,4621,4656,16,H,,,,,,,,,16,,,,,,,,
930,B1717,17,State - Meghalaya,Total,Marginal Workers,Total,145855,146136,85,H,,,,,,,,,85,,,,,,,,
931,B1717,17,State - Meghalaya,Total,Marginal Workers,Never Married,35846,35937,21,H,,,,,,,,,21,,,,,,,,
932,B1717,17,State - Meghalaya,Total,Marginal Workers,Married,94534,94686,53,H,,,,,,,,,53,,,,,,,,
933,B1717,17,State - Meghalaya,Total,Marginal Workers,Widowed,9819,9898,8,H,,,,,,,,,8,,,,,,,,
934,B1717,17,State - Meghalaya,Total,Marginal Workers,Separated,4599,4567,3,H,,,,,,,,,3,,,,,,,,
935,B1717,17,State - Meghalaya,Total,Marginal Workers,Divorced,1057,1048,0,H,,,,,,,,,0,,,,,,,,
936,B1717,17,State - Meghalaya,Rural,Total Female Workers,Total,411646,412168,437,H,,,,,,,,,437,,,,,,,,
937,B1717,17,State - Meghalaya,Rural,Total Female Workers,Never Married,73623,73623,71,H,,,,,,,,,71,,,,,,,,
938,B1717,17,State - Meghalaya,Rural,Total Female Workers,Married,278291,278636,298,H,,,,,,,,,298,,,,,,,,
939,B1717,17,State - Meghalaya,Rural,Total Female Workers,Widowed,38315,38496,40,H,,,,,,,,,40,,,,,,,,
940,B1717,17,State - Meghalaya,Rural,Total Female Workers,Separated,16487,16456,20,H,,,,,,,,,20,,,,,,,,
941,B1717,17,State - Meghalaya,Rural,Total Female Workers,Divorced,4930,4957,8,H,,,,,,,,,8,,,,,,,,
942,B1717,17,State - Meghalaya,Rural,Main Workers,Total,275529,275733,375,H,,,,,,,,,375,,,,,,,,
943,B1717,17,State - Meghalaya,Rural,Main Workers,Never Married,41166,41093,55,H,,,,,,,,,55,,,,,,,,
944,B1717,17,State - Meghalaya,Rural,Main Workers,Married,188735,188887,262,H,,,,,,,,,262,,,,,,,,
945,B1717,17,State - Meghalaya,Rural,Main Workers,Widowed,29331,29433,32,H,,,,,,,,,32,,,,,,,,
946,B1717,17,State - Meghalaya,Rural,Main Workers,Separated,12334,12327,18,H,,,,,,,,,18,,,,,,,,
947,B1717,17,State - Meghalaya,Rural,Main Workers,Divorced,3963,3993,8,H,,,,,,,,,8,,,,,,,,
948,B1717,17,State - Meghalaya,Rural,Marginal Workers,Total,136117,136435,62,H,,,,,,,,,62,,,,,,,,
949,B1717,17,State - Meghalaya,Rural,Marginal Workers,Never Married,32457,32530,16,H,,,,,,,,,16,,,,,,,,
950,B1717,17,State - Meghalaya,Rural,Marginal Workers,Married,89556,89749,36,H,,,,,,,,,36,,,,,,,,
951,B1717,17,State - Meghalaya,Rural,Marginal Workers,Widowed,8984,9063,8,H,,,,,,,,,8,,,,,,,,
952,B1717,17,State - Meghalaya,Rural,Marginal Workers,Separated,4153,4129,2,H,,,,,,,,,2,,,,,,,,
953,B1717,17,State - Meghalaya,Rural,Marginal Workers,Divorced,967,964,0,H,,,,,,,,,0,,,,,,,,
954,B1717,17,State - Meghalaya,Urban,Total Female Workers,Total,70264,70391,510,H,,,,,,,,,510,,,,,,,,
955,B1717,17,State - Meghalaya,Urban,Total Female Workers,Never Married,19360,19501,138,H,,,,,,,,,138,,,,,,,,
956,B1717,17,State - Meghalaya,Urban,Total Female Workers,Married,36043,35974,289,H,,,,,,,,,289,,,,,,,,
957,B1717,17,State - Meghalaya,Urban,Total Female Workers,Widowed,9843,9974,57,H,,,,,,,,,57,,,,,,,,
958,B1717,17,State - Meghalaya,Urban,Total Female Workers,Separated,4270,4195,18,H,,,,,,,,,18,,,,,,,,
959,B1717,17,State - Meghalaya,Urban,Total Female Workers,Divorced,748,747,8,H,,,,,,,,,8,,,,,,,,
960,B1717,17,State - Meghalaya,Urban,Main Workers,Total,60526,60690,487,H,,,,,,,,,487,,,,,,,,
961,B1717,17,State - Meghalaya,Urban,Main Workers,Never Married,15971,16094,133,H,,,,,,,,,133,,,,,,,,
962,B1717,17,State - Meghalaya,Urban,Main Workers,Married,31065,31037,272,H,,,,,,,,,272,,,,,,,,
963,B1717,17,State - Meghalaya,Urban,Main Workers,Widowed,9008,9139,57,H,,,,,,,,,57,,,,,,,,
964,B1717,17,State - Meghalaya,Urban,Main Workers,Separated,3824,3757,17,H,,,,,,,,,17,,,,,,,,
965,B1717,17,State - Meghalaya,Urban,Main Workers,Divorced,658,663,8,H,,,,,,,,,8,,,,,,,,
966,B1717,17,State - Meghalaya,Urban,Marginal Workers,Total,9738,9701,23,H,,,,,,,,,23,,,,,,,,
967,B1717,17,State - Meghalaya,Urban,Marginal Workers,Never Married,3389,3407,5,H,,,,,,,,,5,,,,,,,,
968,B1717,17,State - Meghalaya,Urban,Marginal Workers,Married,4978,4937,17,H,,,,,,,,,17,,,,,,,,
969,B1717,17,State - Meghalaya,Urban,Marginal Workers,Widowed,835,835,0,H,,,,,,,,,0,,,,,,,,
970,B1717,17,State - Meghalaya,Urban,Marginal Workers,Separated,446,438,1,H,,,,,,,,,1,,,,,,,,
971,B1717,17,State - Meghalaya,Urban,Marginal Workers,Divorced,90,84,0,H,,,,,,,,,0,,,,,,,,
972,B1717,18,State - Assam,Total,Total Female Workers,Total,3428130,3429762,9991,H,,,,,,,,,9991,,,,,,,,
973,B1717,18,State - Assam,Total,Total Female Workers,Never Married,579138,578987,1651,H,,,,,,,,,1651,,,,,,,,
974,B1717,18,State - Assam,Total,Total Female Workers,Married,2419260,2420863,5624,H,,,,,,,,,5624,,,,,,,,
975,B1717,18,State - Assam,Total,Total Female Workers,Widowed,383898,384262,2569,H,,,,,,,,,2569,,,,,,,,
976,B1717,18,State - Assam,Total,Total Female Workers,Separated,22900,23019,96,H,,,,,,,,,96,,,,,,,,
977,B1717,18,State - Assam,Total,Total Female Workers,Divorced,22934,22631,51,H,,,,,,,,,51,,,,,,,,
978,B1717,18,State - Assam,Total,Main Workers,Total,1652481,1654327,8941,H,,,,,,,,,8941,,,,,,,,
979,B1717,18,State - Assam,Total,Main Workers,Never Married,231185,230165,1396,H,,,,,,,,,1396,,,,,,,,
980,B1717,18,State - Assam,Total,Main Workers,Married,1128172,1130460,4959,H,,,,,,,,,4959,,,,,,,,
981,B1717,18,State - Assam,Total,Main Workers,Widowed,264537,265061,2443,H,,,,,,,,,2443,,,,,,,,
982,B1717,18,State - Assam,Total,Main Workers,Separated,15005,15132,94,H,,,,,,,,,94,,,,,,,,
983,B1717,18,State - Assam,Total,Main Workers,Divorced,13582,13509,49,H,,,,,,,,,49,,,,,,,,
984,B1717,18,State - Assam,Total,Marginal Workers,Total,1775649,1775435,1050,H,,,,,,,,,1050,,,,,,,,
985,B1717,18,State - Assam,Total,Marginal Workers,Never Married,347953,348822,255,H,,,,,,,,,255,,,,,,,,
986,B1717,18,State - Assam,Total,Marginal Workers,Married,1291088,1290403,665,H,,,,,,,,,665,,,,,,,,
987,B1717,18,State - Assam,Total,Marginal Workers,Widowed,119361,119201,126,H,,,,,,,,,126,,,,,,,,
988,B1717,18,State - Assam,Total,Marginal Workers,Separated,7895,7887,2,H,,,,,,,,,2,,,,,,,,
989,B1717,18,State - Assam,Total,Marginal Workers,Divorced,9352,9122,2,H,,,,,,,,,2,,,,,,,,
990,B1717,18,State - Assam,Rural,Total Female Workers,Total,3110431,3110703,3762,H,,,,,,,,,3762,,,,,,,,
991,B1717,18,State - Assam,Rural,Total Female Workers,Never Married,505919,505266,768,H,,,,,,,,,768,,,,,,,,
992,B1717,18,State - Assam,Rural,Total Female Workers,Married,2227886,2228729,2274,H,,,,,,,,,2274,,,,,,,,
993,B1717,18,State - Assam,Rural,Total Female Workers,Widowed,337107,337566,690,H,,,,,,,,,690,,,,,,,,
994,B1717,18,State - Assam,Rural,Total Female Workers,Separated,19311,19413,16,H,,,,,,,,,16,,,,,,,,
995,B1717,18,State - Assam,Rural,Total Female Workers,Divorced,20208,19729,14,H,,,,,,,,,14,,,,,,,,
996,B1717,18,State - Assam,Rural,Main Workers,Total,1430841,1431067,3190,H,,,,,,,,,3190,,,,,,,,
997,B1717,18,State - Assam,Rural,Main Workers,Never Married,185304,183929,606,H,,,,,,,,,606,,,,,,,,
998,B1717,18,State - Assam,Rural,Main Workers,Married,995536,996852,1920,H,,,,,,,,,1920,,,,,,,,
999,B1717,18,State - Assam,Rural,Main Workers,Widowed,226458,226840,634,H,,,,,,,,,634,,,,,,,,
1000,B1717,18,State - Assam,Rural,Main Workers,Separated,12118,12256,16,H,,,,,,,,,16,,,,,,,,
1001,B1717,18,State - Assam,Rural,Main Workers,Divorced,11425,11190,14,H,,,,,,,,,14,,,,,,,,
1002,B1717,18,State - Assam,Rural,Marginal Workers,Total,1679590,1679636,572,H,,,,,,,,,572,,,,,,,,
1003,B1717,18,State - Assam,Rural,Marginal Workers,Never Married,320615,321337,162,H,,,,,,,,,162,,,,,,,,
1004,B1717,18,State - Assam,Rural,Marginal Workers,Married,1232350,1231877,354,H,,,,,,,,,354,,,,,,,,
1005,B1717,18,State - Assam,Rural,Marginal Workers,Widowed,110649,110726,56,H,,,,,,,,,56,,,,,,,,
1006,B1717,18,State - Assam,Rural,Marginal Workers,Separated,7193,7157,0,H,,,,,,,,,0,,,,,,,,
1007,B1717,18,State - Assam,Rural,Marginal Workers,Divorced,8783,8539,0,H,,,,,,,,,0,,,,,,,,
1008,B1717,18,State - Assam,Urban,Total Female Workers,Total,317699,319059,6229,H,,,,,,,,,6229,,,,,,,,
1009,B1717,18,State - Assam,Urban,Total Female Workers,Never Married,73219,73721,883,H,,,,,,,,,883,,,,,,,,
1010,B1717,18,State - Assam,Urban,Total Female Workers,Married,191374,192134,3350,H,,,,,,,,,3350,,,,,,,,
1011,B1717,18,State - Assam,Urban,Total Female Workers,Widowed,46791,46696,1879,H,,,,,,,,,1879,,,,,,,,
1012,B1717,18,State - Assam,Urban,Total Female Workers,Separated,3589,3606,80,H,,,,,,,,,80,,,,,,,,
1013,B1717,18,State - Assam,Urban,Total Female Workers,Divorced,2726,2902,37,H,,,,,,,,,37,,,,,,,,
1014,B1717,18,State - Assam,Urban,Main Workers,Total,221640,223260,5751,H,,,,,,,,,5751,,,,,,,,
1015,B1717,18,State - Assam,Urban,Main Workers,Never Married,45881,46236,790,H,,,,,,,,,790,,,,,,,,
1016,B1717,18,State - Assam,Urban,Main Workers,Married,132636,133608,3039,H,,,,,,,,,3039,,,,,,,,
1017,B1717,18,State - Assam,Urban,Main Workers,Widowed,38079,38221,1809,H,,,,,,,,,1809,,,,,,,,
1018,B1717,18,State - Assam,Urban,Main Workers,Separated,2887,2876,78,H,,,,,,,,,78,,,,,,,,
1019,B1717,18,State - Assam,Urban,Main Workers,Divorced,2157,2319,35,H,,,,,,,,,35,,,,,,,,
1020,B1717,18,State - Assam,Urban,Marginal Workers,Total,96059,95799,478,H,,,,,,,,,478,,,,,,,,
1021,B1717,18,State - Assam,Urban,Marginal Workers,Never Married,27338,27485,93,H,,,,,,,,,93,,,,,,,,
1022,B1717,18,State - Assam,Urban,Marginal Workers,Married,58738,58526,311,H,,,,,,,,,311,,,,,,,,
1023,B1717,18,State - Assam,Urban,Marginal Workers,Widowed,8712,8475,70,H,,,,,,,,,70,,,,,,,,
1024,B1717,18,State - Assam,Urban,Marginal Workers,Separated,702,730,2,H,,,,,,,,,2,,,,,,,,
1025,B1717,18,State - Assam,Urban,Marginal Workers,Divorced,569,583,2,H,,,,,,,,,2,,,,,,,,
1026,B1717,19,State - West Bengal,Total,Total Female Workers,Total,8040308,8038403,40099,H,,,,,,,,,40099,,,,,,,,
1027,B1717,19,State - West Bengal,Total,Total Female Workers,Never Married,1080349,1078348,6117,H,,,,,,,,,6117,,,,,,,,
1028,B1717,19,State - West Bengal,Total,Total Female Workers,Married,5852522,5853731,25340,H,,,,,,,,,25340,,,,,,,,
1029,B1717,19,State - West Bengal,Total,Total Female Workers,Widowed,916982,916400,8013,H,,,,,,,,,8013,,,,,,,,
1030,B1717,19,State - West Bengal,Total,Total Female Workers,Separated,122722,122451,407,H,,,,,,,,,407,,,,,,,,
1031,B1717,19,State - West Bengal,Total,Total Female Workers,Divorced,67733,67473,222,H,,,,,,,,,222,,,,,,,,
1032,B1717,19,State - West Bengal,Total,Main Workers,Total,4008351,4008136,35842,H,,,,,,,,,35842,,,,,,,,
1033,B1717,19,State - West Bengal,Total,Main Workers,Never Married,547544,546526,5291,H,,,,,,,,,5291,,,,,,,,
1034,B1717,19,State - West Bengal,Total,Main Workers,Married,2723529,2724653,22437,H,,,,,,,,,22437,,,,,,,,
1035,B1717,19,State - West Bengal,Total,Main Workers,Widowed,612266,612050,7550,H,,,,,,,,,7550,,,,,,,,
1036,B1717,19,State - West Bengal,Total,Main Workers,Separated,83796,83826,369,H,,,,,,,,,369,,,,,,,,
1037,B1717,19,State - West Bengal,Total,Main Workers,Divorced,41216,41081,195,H,,,,,,,,,195,,,,,,,,
1038,B1717,19,State - West Bengal,Total,Marginal Workers,Total,4031957,4030267,4257,H,,,,,,,,,4257,,,,,,,,
1039,B1717,19,State - West Bengal,Total,Marginal Workers,Never Married,532805,531822,826,H,,,,,,,,,826,,,,,,,,
1040,B1717,19,State - West Bengal,Total,Marginal Workers,Married,3128993,3129078,2903,H,,,,,,,,,2903,,,,,,,,
1041,B1717,19,State - West Bengal,Total,Marginal Workers,Widowed,304716,304350,463,H,,,,,,,,,463,,,,,,,,
1042,B1717,19,State - West Bengal,Total,Marginal Workers,Separated,38926,38625,38,H,,,,,,,,,38,,,,,,,,
1043,B1717,19,State - West Bengal,Total,Marginal Workers,Divorced,26517,26392,27,H,,,,,,,,,27,,,,,,,,
1044,B1717,19,State - West Bengal,Rural,Total Female Workers,Total,5871301,5870739,10021,H,,,,,,,,,10021,,,,,,,,
1045,B1717,19,State - West Bengal,Rural,Total Female Workers,Never Married,638075,636243,1448,H,,,,,,,,,1448,,,,,,,,
1046,B1717,19,State - West Bengal,Rural,Total Female Workers,Married,4476115,4478045,6608,H,,,,,,,,,6608,,,,,,,,
1047,B1717,19,State - West Bengal,Rural,Total Female Workers,Widowed,629252,629118,1807,H,,,,,,,,,1807,,,,,,,,
1048,B1717,19,State - West Bengal,Rural,Total Female Workers,Separated,78137,77806,78,H,,,,,,,,,78,,,,,,,,
1049,B1717,19,State - West Bengal,Rural,Total Female Workers,Divorced,49722,49527,80,H,,,,,,,,,80,,,,,,,,
1050,B1717,19,State - West Bengal,Rural,Main Workers,Total,2469570,2470752,8148,H,,,,,,,,,8148,,,,,,,,
1051,B1717,19,State - West Bengal,Rural,Main Workers,Never Married,253400,252972,1083,H,,,,,,,,,1083,,,,,,,,
1052,B1717,19,State - West Bengal,Rural,Main Workers,Married,1763267,1764678,5282,H,,,,,,,,,5282,,,,,,,,
1053,B1717,19,State - West Bengal,Rural,Main Workers,Widowed,378906,379385,1653,H,,,,,,,,,1653,,,,,,,,
1054,B1717,19,State - West Bengal,Rural,Main Workers,Separated,47180,47015,67,H,,,,,,,,,67,,,,,,,,
1055,B1717,19,State - West Bengal,Rural,Main Workers,Divorced,26817,26702,63,H,,,,,,,,,63,,,,,,,,
1056,B1717,19,State - West Bengal,Rural,Marginal Workers,Total,3401731,3399987,1873,H,,,,,,,,,1873,,,,,,,,
1057,B1717,19,State - West Bengal,Rural,Marginal Workers,Never Married,384675,383271,365,H,,,,,,,,,365,,,,,,,,
1058,B1717,19,State - West Bengal,Rural,Marginal Workers,Married,2712848,2713367,1326,H,,,,,,,,,1326,,,,,,,,
1059,B1717,19,State - West Bengal,Rural,Marginal Workers,Widowed,250346,249733,154,H,,,,,,,,,154,,,,,,,,
1060,B1717,19,State - West Bengal,Rural,Marginal Workers,Separated,30957,30791,11,H,,,,,,,,,11,,,,,,,,
1061,B1717,19,State - West Bengal,Rural,Marginal Workers,Divorced,22905,22825,17,H,,,,,,,,,17,,,,,,,,
1062,B1717,19,State - West Bengal,Urban,Total Female Workers,Total,2169007,2167664,30078,H,,,,,,,,,30078,,,,,,,,
1063,B1717,19,State - West Bengal,Urban,Total Female Workers,Never Married,442274,442105,4669,H,,,,,,,,,4669,,,,,,,,
1064,B1717,19,State - West Bengal,Urban,Total Female Workers,Married,1376407,1375686,18732,H,,,,,,,,,18732,,,,,,,,
1065,B1717,19,State - West Bengal,Urban,Total Female Workers,Widowed,287730,287282,6206,H,,,,,,,,,6206,,,,,,,,
1066,B1717,19,State - West Bengal,Urban,Total Female Workers,Separated,44585,44645,329,H,,,,,,,,,329,,,,,,,,
1067,B1717,19,State - West Bengal,Urban,Total Female Workers,Divorced,18011,17946,142,H,,,,,,,,,142,,,,,,,,
1068,B1717,19,State - West Bengal,Urban,Main Workers,Total,1538781,1537384,27694,H,,,,,,,,,27694,,,,,,,,
1069,B1717,19,State - West Bengal,Urban,Main Workers,Never Married,294144,293554,4208,H,,,,,,,,,4208,,,,,,,,
1070,B1717,19,State - West Bengal,Urban,Main Workers,Married,960262,959975,17155,H,,,,,,,,,17155,,,,,,,,
1071,B1717,19,State - West Bengal,Urban,Main Workers,Widowed,233360,232665,5897,H,,,,,,,,,5897,,,,,,,,
1072,B1717,19,State - West Bengal,Urban,Main Workers,Separated,36616,36811,302,H,,,,,,,,,302,,,,,,,,
1073,B1717,19,State - West Bengal,Urban,Main Workers,Divorced,14399,14379,132,H,,,,,,,,,132,,,,,,,,
1074,B1717,19,State - West Bengal,Urban,Marginal Workers,Total,630226,630280,2384,H,,,,,,,,,2384,,,,,,,,
1075,B1717,19,State - West Bengal,Urban,Marginal Workers,Never Married,148130,148551,461,H,,,,,,,,,461,,,,,,,,
1076,B1717,19,State - West Bengal,Urban,Marginal Workers,Married,416145,415711,1577,H,,,,,,,,,1577,,,,,,,,
1077,B1717,19,State - West Bengal,Urban,Marginal Workers,Widowed,54370,54617,309,H,,,,,,,,,309,,,,,,,,
1078,B1717,19,State - West Bengal,Urban,Marginal Workers,Separated,7969,7834,27,H,,,,,,,,,27,,,,,,,,
1079,B1717,19,State - West Bengal,Urban,Marginal Workers,Divorced,3612,3567,10,H,,,,,,,,,10,,,,,,,,
1080,B1717,20,State - Jharkhand,Total,Total Female Workers,Total,4673505,4672947,15268,H,,,,,,,,,15268,,,,,,,,
1081,B1717,20,State - Jharkhand,Total,Total Female Workers,Never Married,588587,588993,2254,H,,,,,,,,,2254,,,,,,,,
1082,B1717,20,State - Jharkhand,Total,Total Female Workers,Married,3640325,3639461,9227,H,,,,,,,,,9227,,,,,,,,
1083,B1717,20,State - Jharkhand,Total,Total Female Workers,Widowed,409694,409563,3605,H,,,,,,,,,3605,,,,,,,,
1084,B1717,20,State - Jharkhand,Total,Total Female Workers,Separated,27581,27559,156,H,,,,,,,,,156,,,,,,,,
1085,B1717,20,State - Jharkhand,Total,Total Female Workers,Divorced,7318,7371,26,H,,,,,,,,,26,,,,,,,,
1086,B1717,20,State - Jharkhand,Total,Main Workers,Total,1584153,1584053,11131,H,,,,,,,,,11131,,,,,,,,
1087,B1717,20,State - Jharkhand,Total,Main Workers,Never Married,174278,174530,1602,H,,,,,,,,,1602,,,,,,,,
1088,B1717,20,State - Jharkhand,Total,Main Workers,Married,1213034,1212916,6515,H,,,,,,,,,6515,,,,,,,,
1089,B1717,20,State - Jharkhand,Total,Main Workers,Widowed,182572,182292,2903,H,,,,,,,,,2903,,,,,,,,
1090,B1717,20,State - Jharkhand,Total,Main Workers,Separated,11260,11245,88,H,,,,,,,,,88,,,,,,,,
1091,B1717,20,State - Jharkhand,Total,Main Workers,Divorced,3009,3070,23,H,,,,,,,,,23,,,,,,,,
1092,B1717,20,State - Jharkhand,Total,Marginal Workers,Total,3089352,3088894,4137,H,,,,,,,,,4137,,,,,,,,
1093,B1717,20,State - Jharkhand,Total,Marginal Workers,Never Married,414309,414463,652,H,,,,,,,,,652,,,,,,,,
1094,B1717,20,State - Jharkhand,Total,Marginal Workers,Married,2427291,2426545,2712,H,,,,,,,,,2712,,,,,,,,
1095,B1717,20,State - Jharkhand,Total,Marginal Workers,Widowed,227122,227271,702,H,,,,,,,,,702,,,,,,,,
1096,B1717,20,State - Jharkhand,Total,Marginal Workers,Separated,16321,16314,68,H,,,,,,,,,68,,,,,,,,
1097,B1717,20,State - Jharkhand,Total,Marginal Workers,Divorced,4309,4301,3,H,,,,,,,,,3,,,,,,,,
1098,B1717,20,State - Jharkhand,Rural,Total Female Workers,Total,4293010,4293196,6538,H,,,,,,,,,6538,,,,,,,,
1099,B1717,20,State - Jharkhand,Rural,Total Female Workers,Never Married,521433,521750,1116,H,,,,,,,,,1116,,,,,,,,
1100,B1717,20,State - Jharkhand,Rural,Total Female Workers,Married,3394556,3394326,4039,H,,,,,,,,,4039,,,,,,,,
1101,B1717,20,State - Jharkhand,Rural,Total Female Workers,Widowed,347254,347312,1293,H,,,,,,,,,1293,,,,,,,,
1102,B1717,20,State - Jharkhand,Rural,Total Female Workers,Separated,23468,23472,75,H,,,,,,,,,75,,,,,,,,
1103,B1717,20,State - Jharkhand,Rural,Total Female Workers,Divorced,6299,6336,15,H,,,,,,,,,15,,,,,,,,
1104,B1717,20,State - Jharkhand,Rural,Main Workers,Total,1323418,1323864,4113,H,,,,,,,,,4113,,,,,,,,
1105,B1717,20,State - Jharkhand,Rural,Main Workers,Never Married,129859,129988,693,H,,,,,,,,,693,,,,,,,,
1106,B1717,20,State - Jharkhand,Rural,Main Workers,Married,1047557,1047987,2417,H,,,,,,,,,2417,,,,,,,,
1107,B1717,20,State - Jharkhand,Rural,Main Workers,Widowed,135483,135303,957,H,,,,,,,,,957,,,,,,,,
1108,B1717,20,State - Jharkhand,Rural,Main Workers,Separated,8307,8322,34,H,,,,,,,,,34,,,,,,,,
1109,B1717,20,State - Jharkhand,Rural,Main Workers,Divorced,2212,2264,12,H,,,,,,,,,12,,,,,,,,
1110,B1717,20,State - Jharkhand,Rural,Marginal Workers,Total,2969592,2969332,2425,H,,,,,,,,,2425,,,,,,,,
1111,B1717,20,State - Jharkhand,Rural,Marginal Workers,Never Married,391574,391762,423,H,,,,,,,,,423,,,,,,,,
1112,B1717,20,State - Jharkhand,Rural,Marginal Workers,Married,2346999,2346339,1622,H,,,,,,,,,1622,,,,,,,,
1113,B1717,20,State - Jharkhand,Rural,Marginal Workers,Widowed,211771,212009,336,H,,,,,,,,,336,,,,,,,,
