Table Code,State Code,Area Name,Total/Rural/Urban,Female Main Workers/Marginal Workers,Marital Status,Female - Population,Total Female - Main/Marginal Workers,A - Cultivators,,A - Agricultural Labourers,"A - Plantation, Livestock, Forestry, Fishing, Hunting and Allied Activities",B,C - HHI,C - Non HHI,D & E,F,G - HHI,G - Non HHI,H,I,J - HHI,J - Non HHI,K to M,N to O,P to Q,R to U - HHI,R to U - Non HHI
B1717,20,State - Jharkhand,Total,Marginal Workers,Widowed,227122,227271,64548,,121734,2174,1457,5344,3932,170,10324,0,2548,702,186,0,3,26,331,983,2893,9916
B1717,20,State - Jharkhand,Total,Marginal Workers,Separated,16321,16314,3221,,9653,172,197,357,388,21,971,0,188,68,15,0,6,3,15,128,190,721
B1717,20,State - Jharkhand,Total,Marginal Workers,Divorced,4309,4301,890,,2507,26,30,134,205,1,202,0,34,3,3,0,0,2,9,18,41,196
B1717,20,State - Jharkhand,Rural,Total Female Workers,Total,4293010,4293196,1504869,,2062663,33449,26112,147046,93744,902,77505,7,26397,6538,2408,14,239,1137,7776,97330,59848,145212
B1717,20,State - Jharkhand,Rural,Total Female Workers,Never Married,521433,521750,186683,,235833,6151,4070,17729,13702,127,11998,1,2392,1116,211,4,93,273,631,8125,7290,25321
B1717,20,State - Jharkhand,Rural,Total Female Workers,Married,3394556,3394326,1191349,,1654239,23797,16138,118158,71929,476,52084,6,19210,4039,1760,10,135,719,5932,78507,48552,107286
B1717,20,State - Jharkhand,Rural,Total Female Workers,Widowed,347254,347312,119932,,157032,3207,5315,10144,6822,285,12002,0,4377,1293,394,0,11,123,1162,9847,3762,11604
B1717,20,State - Jharkhand,Rural,Total Female Workers,Separated,23468,23472,5547,,12366,251,518,659,735,13,1198,0,345,75,37,0,0,13,41,721,187,766
B1717,20,State - Jharkhand,Rural,Total Female Workers,Divorced,6299,6336,1358,,3193,43,71,356,556,1,223,0,73,15,6,0,0,9,10,130,57,235
B1717,20,State - Jharkhand,Rural,Main Workers,Total,1323418,1323864,551544,,400870,9605,16494,75651,51572,672,26153,3,14355,4113,1786,4,211,1042,6050,90406,17013,56320
B1717,20,State - Jharkhand,Rural,Main Workers,Never Married,129859,129988,47775,,41047,1214,2390,7626,6784,104,4207,0,1147,693,166,2,88,249,523,7140,1621,7212
B1717,20,State - Jharkhand,Rural,Main Workers,Married,1047557,1047987,444529,,318180,6986,9591,62138,40222,321,16305,3,10221,2417,1253,2,112,657,4450,73266,14138,43196
B1717,20,State - Jharkhand,Rural,Main Workers,Widowed,135483,135303,56378,,38032,1295,4142,5316,3768,241,5120,0,2721,957,328,0,11,117,1033,9230,1188,5426
B1717,20,State - Jharkhand,Rural,Main Workers,Separated,8307,8322,2381,,2897,91,330,335,424,6,452,0,220,34,33,0,0,12,37,649,44,377
B1717,20,State - Jharkhand,Rural,Main Workers,Divorced,2212,2264,481,,714,19,41,236,374,0,69,0,46,12,6,0,0,7,7,121,22,109
B1717,20,State - Jharkhand,Rural,Marginal Workers,Total,2969592,2969332,953325,,1661793,23844,9618,71395,42172,230,51352,4,12042,2425,622,10,28,95,1726,6924,42835,88892
B1717,20,State - Jharkhand,Rural,Marginal Workers,Never Married,391574,391762,138908,,194786,4937,1680,10103,6918,23,7791,1,1245,423,45,2,5,24,108,985,5669,18109
B1717,20,State - Jharkhand,Rural,Marginal Workers,Married,2346999,2346339,746820,,1336059,16811,6547,56020,31707,155,35779,3,8989,1622,507,8,23,62,1482,5241,34414,64090
B1717,20,State - Jharkhand,Rural,Marginal Workers,Widowed,211771,212009,63554,,119000,1912,1173,4828,3054,44,6882,0,1656,336,66,0,0,6,129,617,2574,6178
B1717,20,State - Jharkhand,Rural,Marginal Workers,Separated,15161,15150,3166,,9469,160,188,324,311,7,746,0,125,41,4,0,0,1,4,72,143,389
B1717,20,State - Jharkhand,Rural,Marginal Workers,Divorced,4087,4072,877,,2479,24,30,120,182,1,154,0,27,3,0,0,0,2,3,9,35,126
B1717,20,State - Jharkhand,Urban,Total Female Workers,Total,380495,379751,18781,,31689,4607,11169,14465,30251,2582,40128,26,20857,8730,2969,36,2354,8936,10027,67966,9498,94680
B1717,20,State - Jharkhand,Urban,Total Female Workers,Never Married,67154,67243,2364,,3305,363,534,1871,5651,250,4989,8,2868,1138,399,2,1216,2933,1486,12464,1463,23939
B1717,20,State - Jharkhand,Urban,Total Female Workers,Married,245769,245135,14272,,23907,3412,4980,10761,19175,1487,24364,18,12838,5188,1734,34,1016,5280,6184,48083,7130,55272
B1717,20,State - Jharkhand,Urban,Total Female Workers,Widowed,62440,62251,2032,,4189,804,5570,1686,4926,812,9986,0,4790,2312,764,0,101,618,2248,6559,824,14030
B1717,20,State - Jharkhand,Urban,Total Female Workers,Separated,4113,4087,94,,246,24,63,84,409,29,675,0,289,81,40,0,19,82,81,626,63,1182
B1717,20,State - Jharkhand,Urban,Total Female Workers,Divorced,1019,1035,19,,42,4,22,63,90,4,114,0,72,11,32,0,2,23,28,234,18,257
B1717,20,State - Jharkhand,Urban,Main Workers,Total,260735,260189,5859,,8319,2705,10157,9785,24015,2087,25935,21,16894,7018,2459,28,2170,8505,9100,63781,4679,56672
B1717,20,State - Jharkhand,Urban,Main Workers,Never Married,44419,44542,686,,956,168,402,1129,4658,176,3230,4,2414,909,320,2,1105,2807,1357,11114,737,12368
B1717,20,State - Jharkhand,Urban,Main Workers,Married,165477,164929,4090,,5832,1981,4393,7386,14910,1206,15645,17,10291,4098,1437,26,952,4997,5605,45679,3409,32975
B1717,20,State - Jharkhand,Urban,Main Workers,Widowed,47089,46989,1038,,1455,542,5286,1170,4048,686,6544,0,3898,1946,644,0,98,598,2046,6193,505,10292
B1717,20,State - Jharkhand,Urban,Main Workers,Separated,2953,2923,39,,62,12,54,51,332,15,450,0,226,54,29,0,13,80,70,570,16,850
B1717,20,State - Jharkhand,Urban,Main Workers,Divorced,797,806,6,,14,2,22,49,67,4,66,0,65,11,29,0,2,23,22,225,12,187
B1717,20,State - Jharkhand,Urban,Marginal Workers,Total,119760,119562,12922,,23370,1902,1012,4680,6236,495,14193,5,3963,1712,510,8,184,431,927,4185,4819,38008
B1717,20,State - Jharkhand,Urban,Marginal Workers,Never Married,22735,22701,1678,,2349,195,132,742,993,74,1759,4,454,229,79,0,111,126,129,1350,726,11571
B1717,20,State - Jharkhand,Urban,Marginal Workers,Married,80292,80206,10182,,18075,1431,587,3375,4265,281,8719,1,2547,1090,297,8,64,283,579,2404,3721,22297
B1717,20,State - Jharkhand,Urban,Marginal Workers,Widowed,15351,15262,994,,2734,262,284,516,878,126,3442,0,892,366,120,0,3,20,202,366,319,3738
B1717,20,State - Jharkhand,Urban,Marginal Workers,Separated,1160,1164,55,,184,12,9,33,77,14,225,0,63,27,11,0,6,2,11,56,47,332
B1717,20,State - Jharkhand,Urban,Marginal Workers,Divorced,222,229,13,,28,2,0,14,23,0,48,0,7,0,3,0,0,0,6,9,6,70
B1717,21,State - Odisha,Total,Total Female Workers,Total,5638934,5639761,728639,,3258157,106825,36661,285638,145743,3788,224950,132,79164,17313,13667,334,5360,11244,33343,290418,58185,340200
B1717,21,State - Odisha,Total,Total Female Workers,Never Married,962837,963250,100104,,520686,15909,7383,61107,38732,756,47826,55,9652,4163,1988,137,2762,3542,6134,43758,10077,88479
B1717,21,State - Odisha,Total,Total Female Workers,Married,4101988,4102449,560322,,2444301,77438,23290,197481,88540,2040,138667,63,53122,9812,8549,191,2444,6643,21028,209505,43437,215576
B1717,21,State - Odisha,Total,Total Female Workers,Widowed,492113,492102,62993,,250721,11744,5210,22299,14944,906,31499,14,13928,2951,2667,4,131,959,5651,30274,4092,31115
B1717,21,State - Odisha,Total,Total Female Workers,Separated,64462,64542,4069,,33456,1332,652,3778,2782,70,5610,0,1975,316,370,2,18,63,420,5270,417,3942
B1717,21,State - Odisha,Total,Total Female Workers,Divorced,17534,17418,1151,,8993,402,126,973,745,16,1348,0,487,71,93,0,5,37,110,1611,162,1088
B1717,21,State - Odisha,Total,Main Workers,Total,1913130,1914448,355232,,673709,32288,23186,108106,73078,3091,105412,100,50328,12413,10173,290,4891,10268,30662,268751,18268,134202
B1717,21,State - Odisha,Total,Main Workers,Never Married,300863,301552,39658,,95047,3771,4272,22649,19992,639,20549,44,6293,2681,1606,116,2482,3278,5693,38920,3314,30548
B1717,21,State - Odisha,Total,Main Workers,Married,1333349,1334062,271123,,483529,22468,14521,73233,42126,1598,62261,46,31992,7051,5949,168,2274,6000,19152,195408,12892,82271
B1717,21,State - Odisha,Total,Main Workers,Widowed,239156,239329,41379,,81061,5254,3835,10051,8813,783,18602,10,10230,2421,2239,4,116,900,5333,28118,1827,18353
B1717,21,State - Odisha,Total,Main Workers,Separated,31366,31289,2421,,11231,609,462,1740,1687,55,3251,0,1440,206,313,2,14,61,378,4837,165,2417
B1717,21,State - Odisha,Total,Main Workers,Divorced,8396,8216,651,,2841,186,96,433,460,16,749,0,373,54,66,0,5,29,106,1468,70,613
B1717,21,State - Odisha,Total,Marginal Workers,Total,3725804,3725313,373407,,2584448,74537,13475,177532,72665,697,119538,32,28836,4900,3494,44,469,976,2681,21667,39917,205998
B1717,21,State - Odisha,Total,Marginal Workers,Never Married,661974,661698,60446,,425639,12138,3111,38458,18740,117,27277,11,3359,1482,382,21,280,264,441,4838,6763,57931
B1717,21,State - Odisha,Total,Marginal Workers,Married,2768639,2768387,289199,,1960772,54970,8769,124248,46414,442,76406,17,21130,2761,2600,23,170,643,1876,14097,30545,133305
B1717,21,State - Odisha,Total,Marginal Workers,Widowed,252957,252773,21614,,169660,6490,1375,12248,6131,123,12897,4,3698,530,428,0,15,59,318,2156,2265,12762
B1717,21,State - Odisha,Total,Marginal Workers,Separated,33096,33253,1648,,22225,723,190,2038,1095,15,2359,0,535,110,57,0,4,2,42,433,252,1525
B1717,21,State - Odisha,Total,Marginal Workers,Divorced,9138,9202,500,,6152,216,30,540,285,0,599,0,114,17,27,0,0,8,4,143,92,475
B1717,21,State - Odisha,Rural,Total Female Workers,Total,5162140,5163483,717690,,3214200,99015,31782,262345,110793,1291,164453,62,49327,9934,6989,82,1138,3288,13148,200872,49232,227842
B1717,21,State - Odisha,Rural,Total Female Workers,Never Married,856608,856656,97701,,513844,14972,6587,56054,27821,198,37335,32,5134,2787,839,22,566,1070,2786,26524,8091,54293
B1717,21,State - Odisha,Rural,Total Female Workers,Married,3805985,3807176,553117,,2413942,72247,20433,182682,69948,720,102533,18,35198,5567,4749,56,544,1849,8556,144854,37348,152815
B1717,21,State - Odisha,Rural,Total Female Workers,Widowed,429133,429203,61752,,245006,10248,4117,19463,10590,345,20013,12,7570,1356,1206,4,26,327,1630,24064,3341,18133
B1717,21,State - Odisha,Rural,Total Female Workers,Separated,55254,55316,3996,,32620,1197,536,3276,1924,26,3668,0,1145,185,155,0,2,26,140,4129,317,1974
B1717,21,State - Odisha,Rural,Total Female Workers,Divorced,15160,15132,1124,,8788,351,109,870,510,2,904,0,280,39,40,0,0,16,36,1301,135,627
B1717,21,State - Odisha,Rural,Main Workers,Total,1577956,1579935,349552,,657936,27556,19141,94332,46842,1028,62435,45,26436,6016,4616,54,951,2851,11499,183644,13499,71502
B1717,21,State - Odisha,Rural,Main Workers,Never Married,231052,231572,38704,,92910,3220,3654,19743,11788,158,13273,24,2642,1529,583,14,440,940,2499,23173,2188,14090
B1717,21,State - Odisha,Rural,Main Workers,Married,1125557,1126905,267352,,473069,19414,12168,64617,28452,551,37126,13,17957,3398,2909,36,485,1582,7350,133326,9802,47298
B1717,21,State - Odisha,Rural,Main Workers,Widowed,190406,190728,40486,,78360,4246,2876,8188,5333,296,9834,8,4898,960,979,4,26,293,1486,22195,1338,8922
B1717,21,State - Odisha,Rural,Main Workers,Separated,24382,24294,2377,,10846,519,362,1402,1005,21,1804,0,749,107,123,0,0,24,128,3763,116,948
B1717,21,State - Odisha,Rural,Main Workers,Divorced,6559,6436,633,,2751,157,81,382,264,2,398,0,190,22,22,0,0,12,36,1187,55,244
B1717,21,State - Odisha,Rural,Marginal Workers,Total,3584184,3583548,368138,,2556264,71459,12641,168013,63951,263,102018,17,22891,3918,2373,28,187,437,1649,17228,35733,156340
B1717,21,State - Odisha,Rural,Marginal Workers,Never Married,625556,625084,58997,,420934,11752,2933,36311,16033,40,24062,8,2492,1258,256,8,126,130,287,3351,5903,40203
B1717,21,State - Odisha,Rural,Marginal Workers,Married,2680428,2680271,285765,,1940873,52833,8265,118065,41496,169,65407,5,17241,2169,1840,20,59,267,1206,11528,27546,105517
B1717,21,State - Odisha,Rural,Marginal Workers,Widowed,238727,238475,21266,,166646,6002,1241,11275,5257,49,10179,4,2672,396,227,0,0,34,144,1869,2003,9211
B1717,21,State - Odisha,Rural,Marginal Workers,Separated,30872,31022,1619,,21774,678,174,1874,919,5,1864,0,396,78,32,0,2,2,12,366,201,1026
B1717,21,State - Odisha,Rural,Marginal Workers,Divorced,8601,8696,491,,6037,194,28,488,246,0,506,0,90,17,18,0,0,4,0,114,80,383
B1717,21,State - Odisha,Urban,Total Female Workers,Total,476794,476278,10949,,43957,7810,4879,23293,34950,2497,60497,70,29837,7379,6678,252,4222,7956,20195,89546,8953,112358
B1717,21,State - Odisha,Urban,Total Female Workers,Never Married,106229,106594,2403,,6842,937,796,5053,10911,558,10491,23,4518,1376,1149,115,2196,2472,3348,17234,1986,34186
B1717,21,State - Odisha,Urban,Total Female Workers,Married,296003,295273,7205,,30359,5191,2857,14799,18592,1320,36134,45,17924,4245,3800,135,1900,4794,12472,64651,6089,62761
B1717,21,State - Odisha,Urban,Total Female Workers,Widowed,62980,62899,1241,,5715,1496,1093,2836,4354,561,11486,2,6358,1595,1461,0,105,632,4021,6210,751,12982
B1717,21,State - Odisha,Urban,Total Female Workers,Separated,9208,9226,73,,836,135,116,502,858,44,1942,0,830,131,215,2,16,37,280,1141,100,1968
B1717,21,State - Odisha,Urban,Total Female Workers,Divorced,2374,2286,27,,205,51,17,103,235,14,444,0,207,32,53,0,5,21,74,310,27,461
B1717,21,State - Odisha,Urban,Main Workers,Total,335174,334513,5680,,15773,4732,4045,13774,26236,2063,42977,55,23892,6397,5557,236,3940,7417,19163,85107,4769,62700
B1717,21,State - Odisha,Urban,Main Workers,Never Married,69811,69980,954,,2137,551,618,2906,8204,481,7276,20,3651,1152,1023,102,2042,2338,3194,15747,1126,16458
B1717,21,State - Odisha,Urban,Main Workers,Married,207792,207157,3771,,10460,3054,2353,8616,13674,1047,25135,33,14035,3653,3040,132,1789,4418,11802,62082,3090,34973
B1717,21,State - Odisha,Urban,Main Workers,Widowed,48750,48601,893,,2701,1008,959,1863,3480,487,8768,2,5332,1461,1260,0,90,607,3847,5923,489,9431
B1717,21,State - Odisha,Urban,Main Workers,Separated,6984,6995,44,,385,90,100,338,682,34,1447,0,691,99,190,2,14,37,250,1074,49,1469
B1717,21,State - Odisha,Urban,Main Workers,Divorced,1837,1780,18,,90,29,15,51,196,14,351,0,183,32,44,0,5,17,70,281,15,369
B1717,21,State - Odisha,Urban,Marginal Workers,Total,141620,141765,5269,,28184,3078,834,9519,8714,434,17520,15,5945,982,1121,16,282,539,1032,4439,4184,49658
B1717,21,State - Odisha,Urban,Marginal Workers,Never Married,36418,36614,1449,,4705,386,178,2147,2707,77,3215,3,867,224,126,13,154,134,154,1487,860,17728
B1717,21,State - Odisha,Urban,Marginal Workers,Married,88211,88116,3434,,19899,2137,504,6183,4918,273,10999,12,3889,592,760,3,111,376,670,2569,2999,27788
B1717,21,State - Odisha,Urban,Marginal Workers,Widowed,14230,14298,348,,3014,488,134,973,874,74,2718,0,1026,134,201,0,15,25,174,287,262,3551
B1717,21,State - Odisha,Urban,Marginal Workers,Separated,2224,2231,29,,451,45,16,164,176,10,495,0,139,32,25,0,2,0,30,67,51,499
B1717,21,State - Odisha,Urban,Marginal Workers,Divorced,537,506,9,,115,22,2,52,39,0,93,0,24,0,9,0,0,4,4,29,12,92
B1717,22,State - Chhattisgarh,Total,Total Female Workers,Total,5046359,5044378,1580771,,2747333,46639,7643,56111,50281,4528,102565,18,49022,10468,24031,21,2402,6724,23875,172792,18260,140894
B1717,22,State - Chhattisgarh,Total,Total Female Workers,Never Married,662683,661969,181435,,353911,13467,732,7091,6911,744,12613,6,6308,1497,1643,5,1045,1935,4287,34835,3396,30108
B1717,22,State - Chhattisgarh,Total,Total Female Workers,Married,3860676,3859769,1259660,,2123415,28133,4766,43658,35810,2617,71250,11,31390,6615,15774,11,1131,3989,15007,118429,13223,84880
B1717,22,State - Chhattisgarh,Total,Total Female Workers,Widowed,422416,422168,126832,,209342,4289,1959,4386,5381,975,13131,1,8794,1931,5198,5,167,627,4062,14162,1376,19550
B1717,22,State - Chhattisgarh,Total,Total Female Workers,Separated,77298,77160,9899,,46653,641,141,763,1728,119,4595,0,1957,342,1089,0,48,126,365,3553,188,4953
B1717,22,State - Chhattisgarh,Total,Total Female Workers,Divorced,23286,23312,2945,,14012,109,45,213,451,73,976,0,573,83,327,0,11,47,154,1813,77,1403
B1717,22,State - Chhattisgarh,Total,Main Workers,Total,2644260,2643296,980320,,1115241,16953,6380,37177,38405,4086,68579,16,40036,8823,22077,16,2273,6456,22389,167823,8331,97915
B1717,22,State - Chhattisgarh,Total,Main Workers,Never Married,262712,262311,70174,,106448,2310,516,3804,4926,682,7122,4,4650,1099,1409,2,957,1862,4025,33298,1162,17861
B1717,22,State - Chhattisgarh,Total,Main Workers,Married,2074565,2074469,816078,,890100,11958,3821,29548,27086,2296,47848,11,25508,5613,14510,11,1106,3827,14027,115457,6299,59365
B1717,22,State - Chhattisgarh,Total,Main Workers,Widowed,246044,245647,85488,,89241,2252,1878,3094,4494,932,9474,1,7627,1757,4835,3,156,604,3862,13842,725,15382
B1717,22,State - Chhattisgarh,Total,Main Workers,Separated,46670,46550,6582,,22655,369,122,556,1500,103,3419,0,1743,282,1029,0,48,122,330,3462,104,4124
B1717,22,State - Chhattisgarh,Total,Main Workers,Divorced,14269,14319,1998,,6797,64,43,175,399,73,716,0,508,72,294,0,6,41,145,1764,41,1183
B1717,22,State - Chhattisgarh,Total,Marginal Workers,Total,2402099,2401082,600451,,1632092,29686,1263,18934,11876,442,33986,2,8986,1645,1954,5,129,268,1486,4969,9929,42979
B1717,22,State - Chhattisgarh,Total,Marginal Workers,Never Married,399971,399658,111261,,247463,11157,216,3287,1985,62,5491,2,1658,398,234,3,88,73,262,1537,2234,12247
B1717,22,State - Chhattisgarh,Total,Marginal Workers,Married,1786111,1785300,443582,,1233315,16175,945,14110,8724,321,23402,0,5882,1002,1264,0,25,162,980,2972,6924,25515
B1717,22,State - Chhattisgarh,Total,Marginal Workers,Widowed,176372,176521,41344,,120101,2037,81,1292,887,43,3657,0,1167,174,363,2,11,23,200,320,651,4168
B1717,22,State - Chhattisgarh,Total,Marginal Workers,Separated,30628,30610,3317,,23998,272,19,207,228,16,1176,0,214,60,60,0,0,4,35,91,84,829
B1717,22,State - Chhattisgarh,Total,Marginal Workers,Divorced,9017,8993,947,,7215,45,2,38,52,0,260,0,65,11,33,0,5,6,9,49,36,220
B1717,22,State - Chhattisgarh,Rural,Total Female Workers,Total,4540856,4540138,1546435,,2651572,38903,4675,40202,24315,1253,42322,6,16631,2416,15479,3,171,706,9613,87766,12984,44686
B1717,22,State - Chhattisgarh,Rural,Total Female Workers,Never Married,582269,582003,177423,,343213,12513,499,5052,3456,262,6985,3,1844,526,875,0,94,142,1557,14543,2539,10477
B1717,22,State - Chhattisgarh,Rural,Total Female Workers,Married,3524259,3523691,1233341,,2051906,22881,3516,31876,18407,706,29438,2,11875,1434,10649,0,48,417,6605,62360,9399,28831
B1717,22,State - Chhattisgarh,Rural,Total Female Workers,Widowed,355074,355121,123221,,199257,2968,540,2734,1762,215,4112,1,2299,357,3140,3,21,120,1328,7762,911,4370
B1717,22,State - Chhattisgarh,Rural,Total Female Workers,Separated,60858,60859,9607,,43975,465,88,426,528,38,1494,0,487,81,638,0,8,25,80,2034,102,783
B1717,22,State - Chhattisgarh,Rural,Total Female Workers,Divorced,18396,18464,2843,,13221,76,32,114,162,32,293,0,126,18,177,0,0,2,43,1067,33,225
B1717,22,State - Chhattisgarh,Rural,Main Workers,Total,2251240,2251338,959098,,1068215,11307,3521,24059,15579,1027,19298,4,11664,1600,14461,1,153,659,8758,85334,4639,21961
B1717,22,State - Chhattisgarh,Rural,Main Workers,Never Married,202243,202231,68744,,101861,1760,306,2268,1960,235,2852,1,987,277,734,0,82,134,1453,13959,587,4031
B1717,22,State - Chhattisgarh,Rural,Main Workers,Married,1815274,1815399,799219,,854968,8124,2629,19763,11848,526,13396,2,8380,972,9962,0,48,384,5973,60756,3627,14822
B1717,22,State - Chhattisgarh,Rural,Main Workers,Widowed,190400,190305,82815,,83838,1166,479,1675,1242,200,2057,1,1802,280,2986,1,15,118,1226,7598,367,2439
B1717,22,State - Chhattisgarh,Rural,Main Workers,Separated,33116,33100,6393,,21166,221,77,265,400,34,838,0,396,58,606,0,8,21,66,1984,49,518
B1717,22,State - Chhattisgarh,Rural,Main Workers,Divorced,10207,10303,1927,,6382,36,30,88,129,32,155,0,99,13,173,0,0,2,40,1037,9,151
B1717,22,State - Chhattisgarh,Rural,Marginal Workers,Total,2289616,2288800,587337,,1583357,27596,1154,16143,8736,226,23024,2,4967,816,1018,2,18,47,855,2432,8345,22725
B1717,22,State - Chhattisgarh,Rural,Marginal Workers,Never Married,380026,379772,108679,,241352,10753,193,2784,1496,27,4133,2,857,249,141,0,12,8,104,584,1952,6446
B1717,22,State - Chhattisgarh,Rural,Marginal Workers,Married,1708985,1708292,434122,,1196938,14757,887,12113,6559,180,16042,0,3495,462,687,0,0,33,632,1604,5772,14009
B1717,22,State - Chhattisgarh,Rural,Marginal Workers,Widowed,164674,164816,40406,,115419,1802,61,1059,520,15,2055,0,497,77,154,2,6,2,102,164,544,1931
B1717,22,State - Chhattisgarh,Rural,Marginal Workers,Separated,27742,27759,3214,,22809,244,11,161,128,4,656,0,91,23,32,0,0,4,14,50,53,265
B1717,22,State - Chhattisgarh,Rural,Marginal Workers,Divorced,8189,8161,916,,6839,40,2,26,33,0,138,0,27,5,4,0,0,0,3,30,24,74
B1717,22,State - Chhattisgarh,Urban,Total Female Workers,Total,505503,504240,34336,,95761,7736,2968,15909,25966,3275,60243,12,32391,8052,8552,18,2231,6018,14262,85026,5276,96208
B1717,22,State - Chhattisgarh,Urban,Total Female Workers,Never Married,80414,79966,4012,,10698,954,233,2039,3455,482,5628,3,4464,971,768,5,951,1793,2730,20292,857,19631
B1717,22,State - Chhattisgarh,Urban,Total Female Workers,Married,336417,336078,26319,,71509,5252,1250,11782,17403,1911,41812,9,19515,5181,5125,11,1083,3572,8402,56069,3824,56049
B1717,22,State - Chhattisgarh,Urban,Total Female Workers,Widowed,67342,67047,3611,,10085,1321,1419,1652,3619,760,9019,0,6495,1574,2058,2,146,507,2734,6400,465,15180
B1717,22,State - Chhattisgarh,Urban,Total Female Workers,Separated,16440,16301,292,,2678,176,53,337,1200,81,3101,0,1470,261,451,0,40,101,285,1519,86,4170
B1717,22,State - Chhattisgarh,Urban,Total Female Workers,Divorced,4890,4848,102,,791,33,13,99,289,41,683,0,447,65,150,0,11,45,111,746,44,1178
B1717,22,State - Chhattisgarh,Urban,Main Workers,Total,393020,391958,21222,,47026,5646,2859,13118,22826,3059,49281,12,28372,7223,7616,15,2120,5797,13631,82489,3692,75954
B1717,22,State - Chhattisgarh,Urban,Main Workers,Never Married,60469,60080,1430,,4587,550,210,1536,2966,447,4270,3,3663,822,675,2,875,1728,2572,19339,575,13830
B1717,22,State - Chhattisgarh,Urban,Main Workers,Married,259291,259070,16859,,35132,3834,1192,9785,15238,1770,34452,9,17128,4641,4548,11,1058,3443,8054,54701,2672,44543
B1717,22,State - Chhattisgarh,Urban,Main Workers,Widowed,55644,55342,2673,,5403,1086,1399,1419,3252,732,7417,0,5825,1477,1849,2,141,486,2636,6244,358,12943
B1717,22,State - Chhattisgarh,Urban,Main Workers,Separated,13554,13450,189,,1489,148,45,291,1100,69,2581,0,1347,224,423,0,40,101,264,1478,55,3606
B1717,22,State - Chhattisgarh,Urban,Main Workers,Divorced,4062,4016,71,,415,28,13,87,270,41,561,0,409,59,121,0,6,39,105,727,32,1032
B1717,22,State - Chhattisgarh,Urban,Marginal Workers,Total,112483,112282,13114,,48735,2090,109,2791,3140,216,10962,0,4019,829,936,3,111,221,631,2537,1584,20254
B1717,22,State - Chhattisgarh,Urban,Marginal Workers,Never Married,19945,19886,2582,,6111,404,23,503,489,35,1358,0,801,149,93,3,76,65,158,953,282,5801
B1717,22,State - Chhattisgarh,Urban,Marginal Workers,Married,77126,77008,9460,,36377,1418,58,1997,2165,141,7360,0,2387,540,577,0,25,129,348,1368,1152,11506
B1717,22,State - Chhattisgarh,Urban,Marginal Workers,Widowed,11698,11705,938,,4682,235,20,233,367,28,1602,0,670,97,209,0,5,21,98,156,107,2237
B1717,22,State - Chhattisgarh,Urban,Marginal Workers,Separated,2886,2851,103,,1189,28,8,46,100,12,520,0,123,37,28,0,0,0,21,41,31,564
B1717,22,State - Chhattisgarh,Urban,Marginal Workers,Divorced,828,832,31,,376,5,0,12,19,0,122,0,38,6,29,0,5,6,6,19,12,146
B1717,23,State - Madhya Pradesh,Total,Total Female Workers,Total,11427163,11426804,3253375,,5881610,150531,22718,352104,258050,3867,247573,191,117799,23185,24417,172,7606,21976,77209,434266,94743,455412
B1717,23,State - Madhya Pradesh,Total,Total Female Workers,Never Married,1165764,1167011,268606,,580881,16411,2088,34394,37637,417,22906,31,11927,3538,1912,43,3414,5453,7934,56681,13059,99679
B1717,23,State - Madhya Pradesh,Total,Total Female Workers,Married,9297355,9297009,2768019,,4841410,121607,16558,284772,186949,2639,190296,150,83093,15688,16147,110,3696,14360,52573,323769,75608,299565
B1717,23,State - Madhya Pradesh,Total,Total Female Workers,Widowed,843236,842002,203683,,393614,11322,3737,29176,27596,727,28649,10,19866,3633,5452,15,383,1838,15310,42612,5457,48922
B1717,23,State - Madhya Pradesh,Total,Total Female Workers,Separated,91752,91448,10090,,51456,918,278,2762,3858,60,4550,0,1978,255,706,2,70,186,906,7635,472,5266
B1717,23,State - Madhya Pradesh,Total,Total Female Workers,Divorced,29056,29334,2977,,14249,273,57,1000,2010,24,1172,0,935,71,200,2,43,139,486,3569,147,1980
B1717,23,State - Madhya Pradesh,Total,Main Workers,Total,6340054,6340400,2176244,,2603110,58654,16300,209200,187443,3361,134258,182,92860,19270,19283,138,7114,20808,72302,411872,41053,266948
B1717,23,State - Madhya Pradesh,Total,Main Workers,Never Married,528824,528726,125157,,210112,3776,1349,18440,25890,344,11355,31,9126,2851,1505,39,3178,5121,7433,51611,4643,46765
B1717,23,State - Madhya Pradesh,Total,Main Workers,Married,5200552,5201557,1890647,,2165052,48172,11584,168385,135230,2272,101831,141,64878,12942,12783,86,3454,13597,48875,308669,33260,179699
B1717,23,State - Madhya Pradesh,Total,Main Workers,Widowed,535052,534420,151344,,194269,6078,3155,19822,21779,674,17668,10,16491,3229,4242,9,373,1790,14702,40921,2803,35061
B1717,23,State - Madhya Pradesh,Total,Main Workers,Separated,56663,56498,7064,,26344,498,173,1836,2931,51,2700,0,1611,192,595,2,67,175,831,7217,273,3938
B1717,23,State - Madhya Pradesh,Total,Main Workers,Divorced,18963,19199,2032,,7333,130,39,717,1613,20,704,0,754,56,158,2,42,125,461,3454,74,1485
B1717,23,State - Madhya Pradesh,Total,Marginal Workers,Total,5087109,5086404,1077131,,3278500,91877,6418,142904,70607,506,113315,9,24939,3915,5134,34,492,1168,4907,22394,53690,188464
